time,sym,price,size
09:30:02.5,MSFT,73.48,230
09:30:02.5,MSFT,73.49,200
09:30:02.5,MSFT,73.49,300
09:30:02.5,MSFT,73.49,10
09:30:02.5,MSFT,73.49,100
09:30:02.5,MSFT,73.49,10
09:30:02.5,MSFT,73.48,90
09:30:02.5,MSFT,73.48,10
09:30:02.5,MSFT,73.48,100
09:30:02.5,MSFT,73.49,100
09:30:02.5,MSFT,73.49,100
09:30:02.5,MSFT,73.48,11
09:30:02.5,MSFT,73.48,2
09:30:02.5,C,65.92,15
09:30:02.5,MSFT,73.48,66
09:30:02.6,MSFT,73.58,200
09:30:02.6,SPY,246.81,200
09:30:02.6,MSFT,73.48,100
09:30:02.6,MSFT,73.48,100
09:30:02.6,MSFT,73.49,19
09:30:02.6,MSFT,73.49,11
09:30:02.6,MSFT,73.49,100
09:30:02.7,MSFT,73.49,90
09:30:02.7,MSFT,73.5,10
09:30:02.7,MSFT,73.48,100
09:30:02.7,MSFT,73.5299,1
09:30:02.8,MSFT,73.495,5
09:30:02.8,MSFT,73.495,36
09:30:02.8,MSFT,73.495,300
09:30:02.8,SPY,246.81,500
09:30:02.8,SPY,246.82,150
09:30:02.9,MSFT,73.48,50
09:30:02.9,MSFT,73.48,18
09:30:02.9,SPY,246.81,100
09:30:02.9,MSFT,73.53,3
09:30:02.9,MSFT,73.49,3
09:30:02.9,MSFT,73.49,50
09:30:03.0,MSFT,73.53,1
09:30:03.1,MSFT,73.48,100
09:30:03.1,MSFT,73.48,100
09:30:03.1,SPY,246.8,22
09:30:03.1,MSFT,73.4801,40
09:30:03.1,MSFT,73.48,100
09:30:03.1,MSFT,73.495,100
09:30:03.2,SPY,246.82,20
09:30:03.2,MSFT,73.48,34
09:30:03.3,MSFT,73.495,100
09:30:03.3,MSFT,73.48,50
09:30:03.3,MSFT,73.48,200
09:30:03.3,MSFT,73.48,150
09:30:03.3,MSFT,73.48,100
09:30:03.3,MSFT,73.48,100
09:30:03.3,MSFT,73.48,175
09:30:03.3,MSFT,73.48,100
09:30:03.3,MSFT,73.48,100
09:30:03.3,MSFT,73.49,200
09:30:03.3,MSFT,73.485,100
09:30:03.3,MSFT,73.49,200
09:30:03.3,MSFT,73.49,100
09:30:03.4,MSFT,73.48,50
09:30:03.4,SPY,246.81,9
09:30:03.4,SPY,246.81,20
09:30:03.4,SPY,246.81,2
09:30:03.4,SPY,246.81,2
09:30:03.4,SPY,246.81,91
09:30:03.4,SPY,246.81,45
09:30:03.4,SPY,246.81,13
09:30:03.4,SPY,246.81,11
09:30:03.4,SPY,246.81,4
09:30:03.4,SPY,246.81,15
09:30:03.4,SPY,246.81,13
09:30:03.4,SPY,246.81,173
09:30:03.4,SPY,246.81,2
09:30:03.4,SPY,246.81,1
09:30:03.4,SPY,246.81,120
09:30:03.4,MSFT,73.5,1697
09:30:03.4,MSFT,73.5,3
09:30:03.6,MSFT,73.49,100
09:30:03.6,SPY,246.8001,3
09:30:03.6,SPY,246.82,21
09:30:03.6,SPY,246.82,30
09:30:03.6,SPY,246.8,78
09:30:03.7,MSFT,73.49,100
09:30:03.7,MSFT,73.485,100
09:30:03.8,MSFT,73.49,59
09:30:03.8,MSFT,73.49,41
09:30:03.8,MSFT,73.49,20
09:30:03.8,MSFT,73.5,19
09:30:03.8,MSFT,73.49,20
09:30:03.9,MSFT,73.4808,100
09:30:03.9,MSFT,73.5,2
09:30:04.0,MSFT,73.5217,50
09:30:04.0,MSFT,73.48,300
09:30:04.1,SPY,246.81,100
09:30:04.1,SPY,246.8,400
09:30:04.1,SPY,246.8,10
09:30:04.1,SPY,246.8,100
09:30:04.1,SPY,246.8,100
09:30:04.1,SPY,246.8,200
09:30:04.1,SPY,246.8,200
09:30:04.1,SPY,246.8,100
09:30:04.2,SPY,246.8,200
09:30:04.2,SPY,246.8,142
09:30:04.2,C,65.92,144880
09:30:04.2,SPY,246.8,400
09:30:04.2,C,65.92,31
09:30:04.2,C,65.91,100
09:30:04.2,C,65.91,100
09:30:04.2,C,65.92,100
09:30:04.2,C,65.92,100
09:30:04.2,C,65.92,74
09:30:04.2,C,65.92,100
09:30:04.2,C,65.91,60
09:30:04.2,C,65.92,100
09:30:04.2,C,65.92,100
09:30:04.2,C,65.91,31
09:30:04.2,C,65.93,50
09:30:04.2,SPY,246.8,100
09:30:04.2,MSFT,73.495,100
09:30:04.3,C,65.91,68
09:30:04.3,SPY,246.79,100
09:30:04.3,SPY,246.79,81
09:30:04.3,SPY,246.79,47
09:30:04.3,SPY,246.79,80
09:30:04.3,SPY,246.79,200
09:30:04.3,SPY,246.79,100
09:30:04.3,SPY,246.79,10
09:30:04.3,SPY,246.79,591
09:30:04.3,SPY,246.79,200
09:30:04.3,SPY,246.79,3
09:30:04.3,SPY,246.79,1100
09:30:04.3,SPY,246.79,1100
09:30:04.3,SPY,246.79,795
09:30:04.3,SPY,246.79,505
09:30:04.3,SPY,246.79,600
09:30:04.3,SPY,246.79,10
09:30:04.3,SPY,246.79,241
09:30:04.3,SPY,246.79,18
09:30:04.3,MSFT,73.5,60
09:30:04.3,MSFT,73.5,40
09:30:04.3,MSFT,73.5,60
09:30:04.3,MSFT,73.5,40
09:30:04.3,MSFT,73.5,60
09:30:04.3,MSFT,73.5,4
09:30:04.4,MSFT,73.51,129
09:30:04.4,SPY,246.81,100
09:30:04.4,SPY,246.81,100
09:30:04.4,MSFT,73.51,900
09:30:04.4,SPY,246.81,100
09:30:04.4,SPY,246.81,100
09:30:04.4,SPY,246.81,100
09:30:04.4,SPY,246.81,200
09:30:04.4,MSFT,73.53,1
09:30:04.5,MSFT,73.5,40
09:30:04.5,MSFT,73.48,100
09:30:04.5,MSFT,73.5,100
09:30:04.5,MSFT,73.48,50
09:30:04.5,MSFT,73.48,100
09:30:04.5,MSFT,73.48,100
09:30:04.5,MSFT,73.48,150
09:30:04.5,MSFT,73.5,100
09:30:04.5,MSFT,73.5,44
09:30:04.6,C,65.92,100
09:30:04.7,SPY,246.81,100
09:30:04.7,SPY,246.81,86
09:30:04.7,C,65.92,69
09:30:04.7,C,65.92,100
09:30:04.7,C,65.92,963
09:30:04.7,C,65.92,100
09:30:04.7,C,65.92,100
09:30:04.7,C,65.92,100
09:30:04.7,C,65.92,100
09:30:04.7,C,65.92,100
09:30:04.7,C,65.92,100
09:30:04.8,SPY,246.79,20
09:30:04.8,MSFT,73.5,50
09:30:04.8,MSFT,73.5,11
09:30:04.8,MSFT,73.5,35
09:30:04.8,MSFT,73.5,20
09:30:04.8,MSFT,73.5,40
09:30:04.8,MSFT,73.5,40
09:30:04.8,MSFT,73.5,50
09:30:04.8,MSFT,73.5,25
09:30:04.8,MSFT,73.5,8
09:30:04.8,MSFT,73.5,70
09:30:04.8,MSFT,73.5,157
09:30:04.8,MSFT,73.5,1
09:30:04.8,MSFT,73.5,1
09:30:04.8,MSFT,73.5,1
09:30:04.8,MSFT,73.5,1
09:30:04.8,MSFT,73.5,1
09:30:04.8,MSFT,73.5,2
09:30:04.8,MSFT,73.5,3
09:30:04.8,MSFT,73.5,4
09:30:04.8,MSFT,73.5,2
09:30:04.8,MSFT,73.5,3
09:30:04.8,MSFT,73.5,6
09:30:04.8,MSFT,73.5,5
09:30:04.8,MSFT,73.5,5
09:30:04.8,MSFT,73.5,4
09:30:04.8,MSFT,73.5,6
09:30:04.8,MSFT,73.5,1
09:30:04.8,MSFT,73.5,2
09:30:04.8,MSFT,73.5,3
09:30:04.8,C,65.915,400
09:30:04.8,MSFT,73.48,1
09:30:04.9,MSFT,73.5,10
09:30:04.9,MSFT,73.5,3
09:30:04.9,MSFT,73.5,2
09:30:04.9,MSFT,73.5,5
09:30:04.9,MSFT,73.5,9
09:30:04.9,MSFT,73.5,5
09:30:04.9,MSFT,73.5,7
09:30:04.9,MSFT,73.5,6
09:30:04.9,MSFT,73.5,1
09:30:04.9,MSFT,73.5,20
09:30:04.9,MSFT,73.5,3
09:30:04.9,MSFT,73.5,8
09:30:04.9,MSFT,73.5,100
09:30:04.9,MSFT,73.5,1
09:30:04.9,MSFT,73.5,14
09:30:04.9,MSFT,73.5,2
09:30:04.9,MSFT,73.5,3
09:30:04.9,MSFT,73.5,1
09:30:04.9,MSFT,73.5,1
09:30:04.9,MSFT,73.5,3
09:30:04.9,MSFT,73.5,39
09:30:04.9,MSFT,73.5,6
09:30:04.9,MSFT,73.5,1
09:30:04.9,MSFT,73.5,40
09:30:04.9,MSFT,73.5,1
09:30:04.9,MSFT,73.5,21
09:30:04.9,MSFT,73.5,6
09:30:04.9,MSFT,73.5,16
09:30:04.9,MSFT,73.5,5
09:30:04.9,MSFT,73.5,49
09:30:04.9,MSFT,73.5,135
09:30:04.9,MSFT,73.5,125
09:30:04.9,MSFT,73.5,100
09:30:04.9,MSFT,73.5,15
09:30:04.9,MSFT,73.5,400
09:30:04.9,MSFT,73.5,100
09:30:04.9,MSFT,73.5,89
09:30:04.9,MSFT,73.5,11
09:30:04.9,MSFT,73.5,100
09:30:04.9,MSFT,73.5,423
09:30:04.9,MSFT,73.5,200
09:30:04.9,MSFT,73.5,124
09:30:04.9,MSFT,73.5,37
09:30:04.9,MSFT,73.5,3
09:30:04.9,MSFT,73.5,10
09:30:04.9,MSFT,73.5,200
09:30:04.9,MSFT,73.5,2
09:30:05.0,MSFT,73.5,20
09:30:05.0,SPY,246.79,500
09:30:05.0,SPY,246.79,200
09:30:05.0,SPY,246.79,100
09:30:05.0,SPY,246.81,100
09:30:05.0,SPY,246.81,349
09:30:05.0,SPY,246.79,20
09:30:05.0,SPY,246.79,97
09:30:05.0,SPY,246.79,1500
09:30:05.0,SPY,246.79,100
09:30:05.0,SPY,246.79,1600
09:30:05.0,SPY,246.79,100
09:30:05.0,SPY,246.79,200
09:30:05.0,SPY,246.79,200
09:30:05.0,SPY,246.79,100
09:30:05.0,SPY,246.79,100
09:30:05.0,SPY,246.79,1000
09:30:05.0,SPY,246.79,500
09:30:05.0,SPY,246.79,590
09:30:05.0,SPY,246.79,200
09:30:05.0,SPY,246.79,100
09:30:05.0,SPY,246.79,100
09:30:05.0,SPY,246.79,500
09:30:05.0,SPY,246.79,500
09:30:05.0,SPY,246.79,100
09:30:05.0,SPY,246.79,200
09:30:05.0,SPY,246.79,200
09:30:05.0,SPY,246.79,100
09:30:05.0,SPY,246.79,100
09:30:05.0,SPY,246.79,310
09:30:05.1,SPY,246.79,101
09:30:05.1,MSFT,73.48,199
09:30:05.1,MSFT,73.48,100
09:30:05.1,MSFT,73.48,200
09:30:05.1,MSFT,73.48,1
09:30:05.1,MSFT,73.48,100
09:30:05.1,MSFT,73.48,200
09:30:05.1,MSFT,73.48,100
09:30:05.1,MSFT,73.48,100
09:30:05.1,MSFT,73.51,48
09:30:05.2,SPY,246.79,37
09:30:05.2,C,65.91,27
09:30:05.2,MSFT,73.53,1
09:30:05.3,SPY,246.79,100
09:30:05.3,SPY,246.81,16
09:30:05.4,MSFT,73.4991,100
09:30:05.4,MSFT,73.4993,98
09:30:05.4,MSFT,73.5,10
09:30:05.4,MSFT,73.5,3
09:30:05.4,MSFT,73.53,5
09:30:05.4,MSFT,73.5,26
09:30:05.4,MSFT,73.52,3
09:30:05.5,SPY,246.8,50
09:30:05.5,SPY,246.8,4
09:30:05.5,MSFT,73.49,20
09:30:05.6,C,65.92,1
09:30:06.0,MSFT,73.48,200
09:30:06.0,MSFT,73.48,100
09:30:06.0,MSFT,73.48,100
09:30:06.1,MSFT,73.48,200
09:30:06.1,MSFT,73.48,100
09:30:06.1,MSFT,73.48,100
09:30:06.1,MSFT,73.48,100
09:30:06.2,MSFT,73.49,100
09:30:06.2,MSFT,73.49,100
09:30:06.2,MSFT,73.49,100
09:30:06.2,MSFT,73.49,100
09:30:06.2,MSFT,73.49,100
09:30:06.2,MSFT,73.49,60
09:30:06.2,MSFT,73.49,100
09:30:06.2,MSFT,73.49,6
09:30:06.2,MSFT,73.49,100
09:30:06.2,MSFT,73.49,60
09:30:06.2,MSFT,73.49,9
09:30:06.2,MSFT,73.5,19
09:30:06.2,MSFT,73.48,61
09:30:06.2,SPY,246.809,1
09:30:06.2,SPY,246.8,100
09:30:06.3,MSFT,73.48,100
09:30:06.3,SPY,246.8,1200
09:30:06.3,SPY,246.8,100
09:30:06.4,MSFT,73.48,65
09:30:06.4,C,65.92,365
09:30:06.4,C,65.92,31
09:30:06.4,C,65.92,1
09:30:06.4,C,65.92,6
09:30:06.4,C,65.92,1
09:30:06.4,C,65.92,2
09:30:06.4,MSFT,73.495,300
09:30:06.4,C,65.92,7
09:30:06.4,C,65.92,1
09:30:06.4,C,65.92,12
09:30:06.4,C,65.92,3
09:30:06.4,C,65.92,20
09:30:06.4,MSFT,73.495,200
09:30:06.4,MSFT,73.49,28
09:30:06.4,MSFT,73.5,19
09:30:06.4,MSFT,73.48,100
09:30:06.6,MSFT,73.48,1
09:30:06.6,MSFT,73.48,100
09:30:06.7,MSFT,73.5077,200
09:30:06.9,MSFT,73.48,100
09:30:06.9,MSFT,73.5,100
09:30:06.9,MSFT,73.48,100
09:30:07.1,MSFT,73.5,19
09:30:07.2,MSFT,73.48,5
09:30:07.2,MSFT,73.51,2
09:30:07.2,MSFT,73.51,7
09:30:07.2,MSFT,73.51,16
09:30:07.5,C,65.915,100
09:30:07.5,C,65.92,100
09:30:07.5,C,65.915,6
09:30:07.5,C,65.92,200
09:30:07.5,MSFT,73.48,95
09:30:07.5,C,65.915,100
09:30:07.5,MSFT,73.48,100
09:30:07.5,C,65.92,200
09:30:07.5,C,65.92,25
09:30:07.5,C,65.92,100
09:30:07.5,C,65.92,75
09:30:07.5,C,65.92,100
09:30:07.5,C,65.92,100
09:30:07.5,C,65.92,100
09:30:07.5,C,65.92,100
09:30:07.5,C,65.92,100
09:30:07.5,C,65.92,1100
09:30:07.5,MSFT,73.48,5
09:30:07.5,MSFT,73.48,1
09:30:07.5,MSFT,73.48,199
09:30:07.5,MSFT,73.48,200
09:30:07.5,MSFT,73.48,200
09:30:07.6,MSFT,73.5,1
09:30:07.7,MSFT,73.47,21
09:30:07.8,MSFT,73.47,1
09:30:07.8,SPY,246.7995,13
09:30:07.9,SPY,246.79,80
09:30:07.9,SPY,246.79,4
09:30:08.1,MSFT,73.4844,100
09:30:08.1,MSFT,73.49,200
09:30:08.2,SPY,246.8,329
09:30:08.2,MSFT,73.47,100
09:30:08.2,MSFT,73.47,100
09:30:08.2,MSFT,73.47,200
09:30:08.2,MSFT,73.47,100
09:30:08.2,MSFT,73.47,100
09:30:08.3,SPY,246.8,100
09:30:08.3,SPY,246.8,100
09:30:08.3,SPY,246.8,100
09:30:08.3,SPY,246.8,100
09:30:08.3,SPY,246.8,800
09:30:08.3,SPY,246.8,100
09:30:08.3,SPY,246.8,100
09:30:08.3,SPY,246.8,1
09:30:08.3,SPY,246.7946,240
09:30:08.3,SPY,246.8,801
09:30:08.5,SPY,246.8,100
09:30:08.5,SPY,246.8,100
09:30:08.5,SPY,246.8,100
09:30:08.5,SPY,246.81,100
09:30:08.6,MSFT,73.49,19
09:30:08.6,MSFT,73.49,19
09:30:08.7,MSFT,73.51,4
09:30:08.7,MSFT,73.49,100
09:30:08.7,MSFT,73.51,3
09:30:08.8,MSFT,73.51,1
09:30:08.8,MSFT,73.47,2
09:30:08.9,MSFT,73.51,3
09:30:08.9,SPY,246.81,100
09:30:08.9,SPY,246.8,100
09:30:09.0,MSFT,73.51,14
09:30:09.0,MSFT,73.51,2
09:30:09.1,MSFT,73.51,3
09:30:09.1,MSFT,73.51,1
09:30:09.2,MSFT,73.5,3
09:30:09.2,MSFT,73.49,400
09:30:09.3,SPY,246.79,100
09:30:09.3,SPY,246.79,200
09:30:09.3,SPY,246.79,100
09:30:09.3,SPY,246.79,100
09:30:09.3,SPY,246.79,100
09:30:09.3,SPY,246.79,291
09:30:09.3,SPY,246.79,100
09:30:09.3,SPY,246.79,852
09:30:09.3,SPY,246.79,100
09:30:09.3,SPY,246.79,100
09:30:09.3,SPY,246.79,100
09:30:09.3,SPY,246.79,100
09:30:09.3,SPY,246.79,100
09:30:09.3,SPY,246.78,406
09:30:09.3,MSFT,73.51,19
09:30:09.4,MSFT,73.51,3
09:30:09.4,MSFT,73.51,2
09:30:09.5,C,65.92,200
09:30:09.5,C,65.92,100
09:30:09.5,C,65.92,200
09:30:09.5,MSFT,73.51,71
09:30:09.6,C,65.92,300
09:30:09.6,C,65.92,200
09:30:09.7,MSFT,73.47,105
09:30:09.8,SPY,246.78,160
09:30:09.8,SPY,246.78,10
09:30:09.8,SPY,246.78,100
09:30:09.8,SPY,246.7999,1
09:30:09.8,MSFT,73.47,3
09:30:09.8,SPY,246.79,100
09:30:10.0,SPY,246.77,106
09:30:10.0,MSFT,73.47,100
09:30:10.0,C,65.93,12
09:30:10.0,C,65.93,100
09:30:10.0,C,65.93,100
09:30:10.0,C,65.93,100
09:30:10.0,C,65.93,100
09:30:10.0,C,65.93,100
09:30:10.0,C,65.93,100
09:30:10.0,C,65.93,250
09:30:10.0,C,65.93,250
09:30:10.0,C,65.925,100
09:30:10.1,MSFT,73.49,19
09:30:10.4,SPY,246.78,20
09:30:10.5,SPY,246.77,500
09:30:10.5,SPY,246.8,900
09:30:10.5,SPY,246.77,200
09:30:10.5,SPY,246.77,100
09:30:10.5,SPY,246.77,500
09:30:10.5,SPY,246.77,100
09:30:10.5,SPY,246.77,600
09:30:10.5,SPY,246.8011,2000
09:30:10.6,SPY,246.78,500
09:30:10.7,MSFT,73.46,100
09:30:10.8,C,65.94,39
09:30:10.8,C,65.94,2
09:30:10.8,C,65.94,25
09:30:10.8,MSFT,73.53,1
09:30:11.2,C,65.94,16
09:30:11.2,C,65.94,1
09:30:11.2,C,65.94,1
09:30:11.2,C,65.93,20
09:30:11.2,C,65.93,3
09:30:11.2,C,65.94,3
09:30:11.2,C,65.93,2
09:30:11.2,C,65.93,2
09:30:11.2,C,65.93,200
09:30:11.2,C,65.93,98
09:30:11.2,C,65.93,200
09:30:11.2,C,65.93,200
09:30:11.2,C,65.94,100
09:30:11.2,C,65.93,100
09:30:11.2,C,65.93,100
09:30:11.2,C,65.93,100
09:30:11.3,MSFT,73.47,30
09:30:11.3,MSFT,73.46,120
09:30:11.3,MSFT,73.46,100
09:30:11.3,MSFT,73.46,120
09:30:11.3,MSFT,73.46,8
09:30:11.3,MSFT,73.46,80
09:30:11.3,MSFT,73.46,92
09:30:11.5,C,65.93,2
09:30:11.5,MSFT,73.45,100
09:30:11.5,MSFT,73.45,1
09:30:11.5,MSFT,73.45,1
09:30:11.5,MSFT,73.45,2
09:30:11.5,MSFT,73.45,300
09:30:11.5,MSFT,73.45,11
09:30:11.5,MSFT,73.45,185
09:30:11.5,MSFT,73.45,1
09:30:11.5,MSFT,73.45,200
09:30:11.5,MSFT,73.4501,100
09:30:11.5,MSFT,73.45,200
09:30:11.6,C,65.93,6
09:30:11.7,SPY,246.77,361
09:30:11.7,MSFT,73.51,26
09:30:11.8,C,65.93,1
09:30:11.8,MSFT,73.5,6
09:30:11.8,MSFT,73.46,6
09:30:11.8,MSFT,73.45,15
09:30:11.8,MSFT,73.45,31
09:30:11.8,MSFT,73.45,100
09:30:11.8,MSFT,73.45,100
09:30:11.8,MSFT,73.45,400
09:30:11.9,MSFT,73.45,100
09:30:11.9,MSFT,73.44,303
09:30:11.9,MSFT,73.44,100
09:30:11.9,MSFT,73.44,100
09:30:11.9,MSFT,73.44,45
09:30:11.9,MSFT,73.44,100
09:30:11.9,MSFT,73.44,100
09:30:11.9,MSFT,73.44,100
09:30:11.9,MSFT,73.44,100
09:30:11.9,MSFT,73.44,100
09:30:11.9,MSFT,73.44,400
09:30:11.9,MSFT,73.44,100
09:30:11.9,MSFT,73.43,100
09:30:11.9,MSFT,73.43,100
09:30:11.9,SPY,246.78,50
09:30:12.0,MSFT,73.43,300
09:30:12.0,C,65.92,55
09:30:12.2,MSFT,73.5,22
09:30:12.6,MSFT,73.43,100
09:30:12.6,MSFT,73.43,100
09:30:12.6,MSFT,73.43,200
09:30:12.6,MSFT,73.43,100
09:30:12.7,MSFT,73.5,19
09:30:12.7,MSFT,73.43,100
09:30:12.7,MSFT,73.43,100
09:30:12.7,MSFT,73.43,100
09:30:12.7,MSFT,73.44,100
09:30:12.7,MSFT,73.44,100
09:30:12.7,MSFT,73.44,400
09:30:12.8,MSFT,73.5,19
09:30:12.8,MSFT,73.44,250
09:30:13.2,C,65.94,24
09:30:13.2,C,65.94,100
09:30:13.2,MSFT,73.5,19
09:30:13.7,MSFT,73.5,19
09:30:14.0,MSFT,73.5,36
09:30:14.1,MSFT,73.47,100
09:30:14.1,MSFT,73.47,300
09:30:14.4,MSFT,73.47,1
09:30:14.5,MSFT,73.43,100
09:30:14.5,MSFT,73.44,100
09:30:14.5,MSFT,73.43,500
